sid,sub,pid,pred,oid,obj,no_facts,class
752593.0,dbr:Barack_Obama,480,dbo:profession,4186643.0,dbr:Preacher,1279,0
752593.0,dbr:Barack_Obama,480,dbo:profession,4442597.0,dbr:Roman_emperor,1279,0
752593.0,dbr:Barack_Obama,480,dbo:profession,3883672.0,dbr:Officer_(armed_forces),1279,0
805229.0,dbr:Ben_Stein,480,dbo:profession,331752.0,dbr:Actor,46,1
805229.0,dbr:Ben_Stein,480,dbo:profession,4216361.0,dbr:Public_speaking,46,0
805229.0,dbr:Ben_Stein,480,dbo:profession,897936.0,dbr:Bodybuilding,46,0
805229.0,dbr:Ben_Stein,480,dbo:profession,4768988.0,dbr:Soldier,46,0
827042.0,dbr:Bertolt_Brecht,480,dbo:profession,5096372.0,dbr:Theatre_director,73,1
827042.0,dbr:Bertolt_Brecht,480,dbo:profession,1265059.0,dbr:Commentator,73,0
827042.0,dbr:Bertolt_Brecht,480,dbo:profession,2469118.0,dbr:Invention,73,0
827042.0,dbr:Bertolt_Brecht,480,dbo:profession,1834523.0,dbr:Farmer,73,0
855332.0,dbr:Billy_Crystal,480,dbo:profession,1263725.0,dbr:Comedian,66,1
855332.0,dbr:Billy_Crystal,480,dbo:profession,4311663.0,dbr:Record_producer,66,0
855332.0,dbr:Billy_Crystal,480,dbo:profession,4735240.0,dbr:Singer-songwriter,66,0
855332.0,dbr:Billy_Crystal,480,dbo:profession,3181734.0,dbr:List_of_essayists,66,0
856048.0,dbr:Billy_Graham,480,dbo:profession,4186643.0,dbr:Preacher,32,1
856048.0,dbr:Billy_Graham,480,dbo:profession,4213833.0,dbr:Psychiatrist,32,0
856048.0,dbr:Billy_Graham,480,dbo:profession,4996807.0,dbr:Television_director,32,0
856048.0,dbr:Billy_Graham,480,dbo:profession,4988817.0,dbr:Teacher,32,0
856659.0,dbr:Billy_Joel,480,dbo:profession,4735240.0,dbr:Singer-songwriter,321,1
856659.0,dbr:Billy_Joel,480,dbo:profession,4804413.0,dbr:Spokesperson,321,0
856659.0,dbr:Billy_Joel,480,dbo:profession,703565.0,dbr:Auto_racing,321,0
856659.0,dbr:Billy_Joel,480,dbo:profession,5096448.0,dbr:Theatrical_producer,321,0
874690.0,dbr:Blaise_Pascal,480,dbo:profession,4123786.0,dbr:Physicist,47,1
874690.0,dbr:Blaise_Pascal,480,dbo:profession,4189611.0,dbr:Presenter,47,0
874690.0,dbr:Blaise_Pascal,480,dbo:profession,331659.0,dbr:Activism,47,0
874690.0,dbr:Blaise_Pascal,480,dbo:profession,861291.0,dbr:Biologist,47,0
887368.0,dbr:Bob_Dylan,480,dbo:profession,4735240.0,dbr:Singer-songwriter,773,1
887368.0,dbr:Bob_Dylan,480,dbo:profession,918550.0,dbr:Botany,773,0
887368.0,dbr:Bob_Dylan,480,dbo:profession,5375903.0,dbr:Violin,773,0
887368.0,dbr:Bob_Dylan,480,dbo:profession,3087620.0,dbr:Lawyer,773,0
947150.0,dbr:Brian_McKnight,480,dbo:profession,4735240.0,dbr:Singer-songwriter,118,1
947150.0,dbr:Brian_McKnight,480,dbo:profession,331659.0,dbr:Activism,118,0
947150.0,dbr:Brian_McKnight,480,dbo:profession,3186445.0,dbr:List_of_talk_show_hosts,118,0
947150.0,dbr:Brian_McKnight,480,dbo:profession,703565.0,dbr:Auto_racing,118,0
970370.0,dbr:Bryan_Adams,480,dbo:profession,4735240.0,dbr:Singer-songwriter,273,1
970370.0,dbr:Bryan_Adams,480,dbo:profession,1620287.0,dbr:Economist,273,0
970370.0,dbr:Bryan_Adams,480,dbo:profession,4768988.0,dbr:Soldier,273,0
970370.0,dbr:Bryan_Adams,480,dbo:profession,3930884.0,dbr:Organist,273,0
1053414.0,dbr:Carl_Linnaeus,480,dbo:profession,918550.0,dbr:Botany,6111,1
1053414.0,dbr:Carl_Linnaeus,480,dbo:profession,5096448.0,dbr:Theatrical_producer,6111,0
1053414.0,dbr:Carl_Linnaeus,480,dbo:profession,1366760.0,dbr:Dance,6111,0
1053414.0,dbr:Carl_Linnaeus,480,dbo:profession,3181734.0,dbr:List_of_essayists,6111,0
1081340.0,dbr:Cat_Stevens,480,dbo:profession,4735240.0,dbr:Singer-songwriter,163,1
1081340.0,dbr:Cat_Stevens,480,dbo:profession,1581260.0,dbr:Drummer,163,0
1081340.0,dbr:Cat_Stevens,480,dbo:profession,5244088.0,dbr:Tutor,163,0
1081340.0,dbr:Cat_Stevens,480,dbo:profession,1263725.0,dbr:Comedian,163,0
1157217.0,dbr:Chicane_(musician),480,dbo:profession,4776839.0,dbr:Songwriter,83,1
1157217.0,dbr:Chicane_(musician),480,dbo:profession,4442597.0,dbr:Roman_emperor,83,0
1157217.0,dbr:Chicane_(musician),480,dbo:profession,1867475.0,dbr:Film_editing,83,0
1157217.0,dbr:Chicane_(musician),480,dbo:profession,4203846.0,dbr:Prophet,83,0
1408575.0,dbr:Dave_Navarro,480,dbo:profession,2174879.0,dbr:Guitarist,71,1
1408575.0,dbr:Dave_Navarro,480,dbo:profession,4532748.0,dbr:Sailor,71,0
1408575.0,dbr:Dave_Navarro,480,dbo:profession,4706579.0,dbr:Showgirl,71,0
1408575.0,dbr:Dave_Navarro,480,dbo:profession,4291590.0,dbr:Rapping,71,0
1417811.0,dbr:David_Essex,480,dbo:profession,4735240.0,dbr:Singer-songwriter,38,1
1417811.0,dbr:David_Essex,480,dbo:profession,4914432.0,dbr:Surveyor,38,0
1417811.0,dbr:David_Essex,480,dbo:profession,4213833.0,dbr:Psychiatrist,38,0
1417811.0,dbr:David_Essex,480,dbo:profession,1711180.0,dbr:Entrepreneurship,38,0
1548895.0,dbr:Don_DeLillo,480,dbo:profession,3856959.0,dbr:Novelist,80,1
1548895.0,dbr:Don_DeLillo,480,dbo:profession,5552806.0,dbr:Writer,80,0
1548895.0,dbr:Don_DeLillo,480,dbo:profession,3502642.0,dbr:Merchant,80,0
1548895.0,dbr:Don_DeLillo,480,dbo:profession,4213981.0,dbr:Psychoanalysis,80,0
1571248.0,dbr:Dr._Dre,480,dbo:profession,4291590.0,dbr:Rapping,524,1
1571248.0,dbr:Dr._Dre,480,dbo:profession,5552806.0,dbr:Writer,524,0
1571248.0,dbr:Dr._Dre,480,dbo:profession,1366760.0,dbr:Dance,524,0
1571248.0,dbr:Dr._Dre,480,dbo:profession,918550.0,dbr:Botany,524,0
1586763.0,dbr:Duke_Ellington,480,dbo:profession,4124793.0,dbr:Pianist,264,1
1586763.0,dbr:Duke_Ellington,480,dbo:profession,1620287.0,dbr:Economist,264,0
1586763.0,dbr:Duke_Ellington,480,dbo:profession,4735421.0,dbr:Singing,264,0
1586763.0,dbr:Duke_Ellington,480,dbo:profession,1836546.0,dbr:Fashion_design,264,0
1645952.0,dbr:Edward_R._Murrow,480,dbo:profession,2797694.0,dbr:Journalist,27,1
1645952.0,dbr:Edward_R._Murrow,480,dbo:profession,3688030.0,dbr:Musician,27,0
1645952.0,dbr:Edward_R._Murrow,480,dbo:profession,2945084.0,dbr:Keyboardist,27,0
1645952.0,dbr:Edward_R._Murrow,480,dbo:profession,2247716.0,dbr:Harpsichordist,27,0
1679359.0,dbr:Ellen_Page,480,dbo:profession,331752.0,dbr:Actor,31,1
1679359.0,dbr:Ellen_Page,480,dbo:profession,3928023.0,dbr:Orchestration,31,0
1679359.0,dbr:Ellen_Page,480,dbo:profession,4988817.0,dbr:Teacher,31,0
1679359.0,dbr:Ellen_Page,480,dbo:profession,4189611.0,dbr:Presenter,31,0
1777183.0,dbr:Ewan_McGregor,480,dbo:profession,331752.0,dbr:Actor,79,1
1777183.0,dbr:Ewan_McGregor,480,dbo:profession,5375903.0,dbr:Violin,79,0
1777183.0,dbr:Ewan_McGregor,480,dbo:profession,4052462.0,dbr:Peace_movement,79,0
1777183.0,dbr:Ewan_McGregor,480,dbo:profession,4120816.0,dbr:Photographer,79,0
1838784.0,dbr:Fats_Waller,480,dbo:profession,2604620.0,dbr:Jazz_piano,41,1
1838784.0,dbr:Fats_Waller,480,dbo:profession,4052462.0,dbr:Peace_movement,41,0
1838784.0,dbr:Fats_Waller,480,dbo:profession,1710695.0,dbr:Entertainment,41,0
1838784.0,dbr:Fats_Waller,480,dbo:profession,5096372.0,dbr:Theatre_director,41,0
1854069.0,dbr:Fernandel,480,dbo:profession,331752.0,dbr:Actor,36,1
1854069.0,dbr:Fernandel,480,dbo:profession,2604620.0,dbr:Jazz_piano,36,0
1854069.0,dbr:Fernandel,480,dbo:profession,4213981.0,dbr:Psychoanalysis,36,0
1854069.0,dbr:Fernandel,480,dbo:profession,3613765.0,dbr:Model,36,0
1914716.0,dbr:Francis_of_Assisi,480,dbo:profession,4186643.0,dbr:Preacher,32,1
1914716.0,dbr:Francis_of_Assisi,480,dbo:profession,331752.0,dbr:Actor,32,0
1914716.0,dbr:Francis_of_Assisi,480,dbo:profession,4612807.0,dbr:Scientist,32,0
1914716.0,dbr:Francis_of_Assisi,480,dbo:profession,1171890.0,dbr:Choreography,32,0
1931134.0,dbr:Frank_Zappa,480,dbo:profession,4776839.0,dbr:Songwriter,503,1
1931134.0,dbr:Frank_Zappa,480,dbo:profession,1711180.0,dbr:Entrepreneurship,503,0
1931134.0,dbr:Frank_Zappa,480,dbo:profession,1523067.0,dbr:Disc_jockey,503,0
1931134.0,dbr:Frank_Zappa,480,dbo:profession,331659.0,dbr:Activism,503,0
1983511.0,dbr:Gabrielle_Giffords,480,dbo:profession,4163397.0,dbr:Politician,28,1
1983511.0,dbr:Gabrielle_Giffords,480,dbo:profession,3182782.0,dbr:List_of_humorists,28,0
1983511.0,dbr:Gabrielle_Giffords,480,dbo:profession,4311663.0,dbr:Record_producer,28,0
1983511.0,dbr:Gabrielle_Giffords,480,dbo:profession,4706579.0,dbr:Showgirl,28,0
2029442.0,dbr:George_C._Scott,480,dbo:profession,331752.0,dbr:Actor,67,1
2029442.0,dbr:George_C._Scott,480,dbo:profession,4804413.0,dbr:Spokesperson,67,0
2029442.0,dbr:George_C._Scott,480,dbo:profession,897936.0,dbr:Bodybuilding,67,0
2029442.0,dbr:George_C._Scott,480,dbo:profession,4996855.0,dbr:Television_producer,67,0
2034183.0,dbr:George_H._W._Bush,480,dbo:profession,4163397.0,dbr:Politician,293,1
2034183.0,dbr:George_H._W._Bush,480,dbo:profession,861291.0,dbr:Biologist,293,0
2034183.0,dbr:George_H._W._Bush,480,dbo:profession,3186445.0,dbr:List_of_talk_show_hosts,293,0
2034183.0,dbr:George_H._W._Bush,480,dbo:profession,4123786.0,dbr:Physicist,293,0
2044778.0,dbr:George_W._Bush,480,dbo:profession,4163397.0,dbr:Politician,713,1
2044778.0,dbr:George_W._Bush,480,dbo:profession,703565.0,dbr:Auto_racing,713,0
2044778.0,dbr:George_W._Bush,480,dbo:profession,4311663.0,dbr:Record_producer,713,0
2044778.0,dbr:George_W._Bush,480,dbo:profession,4052462.0,dbr:Peace_movement,713,0
2045464.0,dbr:George_Washington,480,dbo:profession,4163397.0,dbr:Politician,133,1
2045464.0,dbr:George_Washington,480,dbo:profession,3145891.0,dbr:Libretto,133,0
2045464.0,dbr:George_Washington,480,dbo:profession,1771139.0,dbr:Evangelist,133,0
2045464.0,dbr:George_Washington,480,dbo:profession,3181734.0,dbr:List_of_essayists,133,0
2179894.0,dbr:Guru_Dutt,480,dbo:profession,1867499.0,dbr:Film_producer,43,1
2179894.0,dbr:Guru_Dutt,480,dbo:profession,3145891.0,dbr:Libretto,43,0
2179894.0,dbr:Guru_Dutt,480,dbo:profession,4804413.0,dbr:Spokesperson,43,0
2179894.0,dbr:Guru_Dutt,480,dbo:profession,4110879.0,dbr:Philanthropy,43,0
2246535.0,dbr:Harold_Pinter,480,dbo:profession,4152322.0,dbr:Playwright,89,1
2246535.0,dbr:Harold_Pinter,480,dbo:profession,3930884.0,dbr:Organist,89,0
2246535.0,dbr:Harold_Pinter,480,dbo:profession,4120816.0,dbr:Photographer,89,0
2246535.0,dbr:Harold_Pinter,480,dbo:profession,1263725.0,dbr:Comedian,89,0
2326066.0,dbr:Hilary_Putnam,480,dbo:profession,4118405.0,dbr:Philosopher,53,1
2326066.0,dbr:Hilary_Putnam,480,dbo:profession,4532748.0,dbr:Sailor,53,0
2326066.0,dbr:Hilary_Putnam,480,dbo:profession,5096372.0,dbr:Theatre_director,53,0
2326066.0,dbr:Hilary_Putnam,480,dbo:profession,3270945.0,dbr:Lyricist,53,0
2481969.0,dbr:Isaac_Hayes,480,dbo:profession,4735240.0,dbr:Singer-songwriter,164,1
2481969.0,dbr:Isaac_Hayes,480,dbo:profession,693345.0,dbr:Audio_engineer,164,0
2481969.0,dbr:Isaac_Hayes,480,dbo:profession,4189611.0,dbr:Presenter,164,0
2481969.0,dbr:Isaac_Hayes,480,dbo:profession,4010794.0,dbr:Pastor,164,0
2513426.0,dbr:J._D._Salinger,480,dbo:profession,3856959.0,dbr:Novelist,55,1
2513426.0,dbr:J._D._Salinger,480,dbo:profession,703565.0,dbr:Auto_racing,55,0
2513426.0,dbr:J._D._Salinger,480,dbo:profession,4804413.0,dbr:Spokesperson,55,0
2513426.0,dbr:J._D._Salinger,480,dbo:profession,4612807.0,dbr:Scientist,55,0
2523189.0,dbr:Jack_Endino,480,dbo:profession,4311663.0,dbr:Record_producer,132,1
2523189.0,dbr:Jack_Endino,480,dbo:profession,4163397.0,dbr:Politician,132,0
2523189.0,dbr:Jack_Endino,480,dbo:profession,1868491.0,dbr:Financial_adviser,132,0
2523189.0,dbr:Jack_Endino,480,dbo:profession,1867499.0,dbr:Film_producer,132,0
2589010.0,dbr:Jared_Kushner,480,dbo:profession,992905.0,dbr:Businessperson,28,1
2589010.0,dbr:Jared_Kushner,480,dbo:profession,1711180.0,dbr:Entrepreneurship,28,0
2589010.0,dbr:Jared_Kushner,480,dbo:profession,4124793.0,dbr:Pianist,28,0
2589010.0,dbr:Jared_Kushner,480,dbo:profession,3688030.0,dbr:Musician,28,0
2613008.0,dbr:Jean_Hersholt,480,dbo:profession,331752.0,dbr:Actor,59,1
2613008.0,dbr:Jean_Hersholt,480,dbo:profession,3442552.0,dbr:Mathematician,59,0
2613008.0,dbr:Jean_Hersholt,480,dbo:profession,2469564.0,dbr:Investor,59,0
2613008.0,dbr:Jean_Hersholt,480,dbo:profession,4214060.0,dbr:Psychologist,59,0
2686257.0,dbr:Johann_Sebastian_Bach,480,dbo:profession,1269421.0,dbr:Composer,183,1
2686257.0,dbr:Johann_Sebastian_Bach,480,dbo:profession,3442552.0,dbr:Mathematician,183,0
2686257.0,dbr:Johann_Sebastian_Bach,480,dbo:profession,4213833.0,dbr:Psychiatrist,183,0
2686257.0,dbr:Johann_Sebastian_Bach,480,dbo:profession,3087620.0,dbr:Lawyer,183,0
2703876.0,dbr:John_Elefante,480,dbo:profession,4735240.0,dbr:Singer-songwriter,40,1
2703876.0,dbr:John_Elefante,480,dbo:profession,3928023.0,dbr:Orchestration,40,0
2703876.0,dbr:John_Elefante,480,dbo:profession,4192226.0,dbr:Priest,40,0
2703876.0,dbr:John_Elefante,480,dbo:profession,4186643.0,dbr:Preacher,40,0
2704714.0,dbr:John_F._Kennedy,480,dbo:profession,4163397.0,dbr:Politician,170,1
2704714.0,dbr:John_F._Kennedy,480,dbo:profession,4532748.0,dbr:Sailor,170,0
2704714.0,dbr:John_F._Kennedy,480,dbo:profession,3928023.0,dbr:Orchestration,170,0
2704714.0,dbr:John_F._Kennedy,480,dbo:profession,5375118.0,dbr:Viola,170,0
2717715.0,dbr:John_Lennon,480,dbo:profession,4735240.0,dbr:Singer-songwriter,430,1
2717715.0,dbr:John_Lennon,480,dbo:profession,4158828.0,dbr:Poet,430,0
2717715.0,dbr:John_Lennon,480,dbo:profession,5096372.0,dbr:Theatre_director,430,0
2717715.0,dbr:John_Lennon,480,dbo:profession,1667721.0,dbr:Electronic_music,430,0
2729261.0,dbr:John_Renbourn,480,dbo:profession,4776839.0,dbr:Songwriter,31,1
2729261.0,dbr:John_Renbourn,480,dbo:profession,331659.0,dbr:Activism,31,0
2729261.0,dbr:John_Renbourn,480,dbo:profession,3688030.0,dbr:Musician,31,0
2729261.0,dbr:John_Renbourn,480,dbo:profession,4123786.0,dbr:Physicist,31,0
2825145.0,dbr:Julius_Caesar,480,dbo:profession,4163397.0,dbr:Politician,90,1
2825145.0,dbr:Julius_Caesar,480,dbo:profession,1523067.0,dbr:Disc_jockey,90,0
2825145.0,dbr:Julius_Caesar,480,dbo:profession,3270945.0,dbr:Lyricist,90,0
2825145.0,dbr:Julius_Caesar,480,dbo:profession,3182782.0,dbr:List_of_humorists,90,0
2836032.0,dbr:Justin_Timberlake,480,dbo:profession,4735240.0,dbr:Singer-songwriter,197,1
2836032.0,dbr:Justin_Timberlake,480,dbo:profession,4152322.0,dbr:Playwright,197,0
2836032.0,dbr:Justin_Timberlake,480,dbo:profession,5375903.0,dbr:Violin,197,0
2836032.0,dbr:Justin_Timberlake,480,dbo:profession,4213833.0,dbr:Psychiatrist,197,0
2847269.0,dbr:K._Balachander,480,dbo:profession,4622320.0,dbr:Screenwriter,175,1
2847269.0,dbr:K._Balachander,480,dbo:profession,4914432.0,dbr:Surveyor,175,0
2847269.0,dbr:K._Balachander,480,dbo:profession,861291.0,dbr:Biologist,175,0
2847269.0,dbr:K._Balachander,480,dbo:profession,5244088.0,dbr:Tutor,175,0
3022902.0,dbr:Kurt_Russell,480,dbo:profession,331752.0,dbr:Actor,70,1
3022902.0,dbr:Kurt_Russell,480,dbo:profession,861291.0,dbr:Biologist,70,0
3022902.0,dbr:Kurt_Russell,480,dbo:profession,3482288.0,dbr:Media_proprietor,70,0
3022902.0,dbr:Kurt_Russell,480,dbo:profession,1265059.0,dbr:Commentator,70,0
3029009.0,dbr:Kylie_Minogue,480,dbo:profession,4776839.0,dbr:Songwriter,310,1
3029009.0,dbr:Kylie_Minogue,480,dbo:profession,693345.0,dbr:Audio_engineer,310,0
3029009.0,dbr:Kylie_Minogue,480,dbo:profession,657700.0,dbr:Artist,310,0
3029009.0,dbr:Kylie_Minogue,480,dbo:profession,3688030.0,dbr:Musician,310,0
3049451.0,dbr:Lady_Gaga,480,dbo:profession,4735240.0,dbr:Singer-songwriter,207,1
3049451.0,dbr:Lady_Gaga,480,dbo:profession,770460.0,dbr:Bassist,207,0
3049451.0,dbr:Lady_Gaga,480,dbo:profession,747612.0,dbr:Bandleader,207,0
3049451.0,dbr:Lady_Gaga,480,dbo:profession,4163397.0,dbr:Politician,207,0
3151066.0,dbr:Lil_Wayne,480,dbo:profession,4291590.0,dbr:Rapping,503,1
3151066.0,dbr:Lil_Wayne,480,dbo:profession,747612.0,dbr:Bandleader,503,0
3151066.0,dbr:Lil_Wayne,480,dbo:profession,957218.0,dbr:Broadcaster,503,0
3151066.0,dbr:Lil_Wayne,480,dbo:profession,5552806.0,dbr:Writer,503,0
3221203.0,dbr:Lotti_Golden,480,dbo:profession,4735240.0,dbr:Singer-songwriter,26,1
3221203.0,dbr:Lotti_Golden,480,dbo:profession,4189611.0,dbr:Presenter,26,0
3221203.0,dbr:Lotti_Golden,480,dbo:profession,4110879.0,dbr:Philanthropy,26,0
3221203.0,dbr:Lotti_Golden,480,dbo:profession,4442597.0,dbr:Roman_emperor,26,0
3247956.0,dbr:Ludwig_van_Beethoven,480,dbo:profession,1269421.0,dbr:Composer,74,1
3247956.0,dbr:Ludwig_van_Beethoven,480,dbo:profession,1867470.0,dbr:Film_director,74,0
3247956.0,dbr:Ludwig_van_Beethoven,480,dbo:profession,4735240.0,dbr:Singer-songwriter,74,0
3247956.0,dbr:Ludwig_van_Beethoven,480,dbo:profession,3928023.0,dbr:Orchestration,74,0
3269303.0,dbr:Lyndon_B._Johnson,480,dbo:profession,4163397.0,dbr:Politician,191,1
3269303.0,dbr:Lyndon_B._Johnson,480,dbo:profession,3270945.0,dbr:Lyricist,191,0
3269303.0,dbr:Lyndon_B._Johnson,480,dbo:profession,4124793.0,dbr:Pianist,191,0
3269303.0,dbr:Lyndon_B._Johnson,480,dbo:profession,4798545.0,dbr:Speechwriter,191,0
3296273.0,dbr:Madonna_(entertainer),480,dbo:profession,4735240.0,dbr:Singer-songwriter,486,1
3296273.0,dbr:Madonna_(entertainer),480,dbo:profession,1523067.0,dbr:Disc_jockey,486,0
3296273.0,dbr:Madonna_(entertainer),480,dbo:profession,957218.0,dbr:Broadcaster,486,0
3296273.0,dbr:Madonna_(entertainer),480,dbo:profession,4201242.0,dbr:Professor,486,0
3319131.0,dbr:Malcolm_Young,480,dbo:profession,4776839.0,dbr:Songwriter,71,1
3319131.0,dbr:Malcolm_Young,480,dbo:profession,1867470.0,dbr:Film_director,71,0
3319131.0,dbr:Malcolm_Young,480,dbo:profession,4216361.0,dbr:Public_speaking,71,0
3319131.0,dbr:Malcolm_Young,480,dbo:profession,3186445.0,dbr:List_of_talk_show_hosts,71,0
3342266.0,dbr:Mao_Zedong,480,dbo:profession,4163397.0,dbr:Politician,74,1
3342266.0,dbr:Mao_Zedong,480,dbo:profession,4158828.0,dbr:Poet,74,0
3342266.0,dbr:Mao_Zedong,480,dbo:profession,5096372.0,dbr:Theatre_director,74,0
3342266.0,dbr:Mao_Zedong,480,dbo:profession,657700.0,dbr:Artist,74,0
3423452.0,dbr:Marvin_Gaye,480,dbo:profession,4735240.0,dbr:Singer-songwriter,460,1
3423452.0,dbr:Marvin_Gaye,480,dbo:profession,3688030.0,dbr:Musician,460,0
3423452.0,dbr:Marvin_Gaye,480,dbo:profession,918550.0,dbr:Botany,460,0
3423452.0,dbr:Marvin_Gaye,480,dbo:profession,4798545.0,dbr:Speechwriter,460,0
3465612.0,dbr:Mavis_Staples,480,dbo:profession,4735421.0,dbr:Singing,41,1
3465612.0,dbr:Mavis_Staples,480,dbo:profession,4291590.0,dbr:Rapping,41,0
3465612.0,dbr:Mavis_Staples,480,dbo:profession,3482288.0,dbr:Media_proprietor,41,0
3465612.0,dbr:Mavis_Staples,480,dbo:profession,1710695.0,dbr:Entertainment,41,0
3490891.0,dbr:Mel_Gibson,480,dbo:profession,331752.0,dbr:Actor,80,1
3490891.0,dbr:Mel_Gibson,480,dbo:profession,2945084.0,dbr:Keyboardist,80,0
3490891.0,dbr:Mel_Gibson,480,dbo:profession,1581260.0,dbr:Drummer,80,0
3490891.0,dbr:Mel_Gibson,480,dbo:profession,3856959.0,dbr:Novelist,80,0
3506886.0,dbr:Mervyn_Warren,480,dbo:profession,4124793.0,dbr:Pianist,69,1
3506886.0,dbr:Mervyn_Warren,480,dbo:profession,2945084.0,dbr:Keyboardist,69,0
3506886.0,dbr:Mervyn_Warren,480,dbo:profession,897936.0,dbr:Bodybuilding,69,0
3506886.0,dbr:Mervyn_Warren,480,dbo:profession,4532748.0,dbr:Sailor,69,0
3525708.0,dbr:Michael_Jackson,480,dbo:profession,4735240.0,dbr:Singer-songwriter,611,1
3525708.0,dbr:Michael_Jackson,480,dbo:profession,4192226.0,dbr:Priest,611,0
3525708.0,dbr:Michael_Jackson,480,dbo:profession,703290.0,dbr:Author,611,0
3525708.0,dbr:Michael_Jackson,480,dbo:profession,770460.0,dbr:Bassist,611,0
3542643.0,dbr:Michelle_Ye,480,dbo:profession,331752.0,dbr:Actor,30,1
3542643.0,dbr:Michelle_Ye,480,dbo:profession,1265059.0,dbr:Commentator,30,0
3542643.0,dbr:Michelle_Ye,480,dbo:profession,747612.0,dbr:Bandleader,30,0
3542643.0,dbr:Michelle_Ye,480,dbo:profession,3186445.0,dbr:List_of_talk_show_hosts,30,0
3542644.0,dbr:Michelle_Yeoh,480,dbo:profession,331752.0,dbr:Actor,46,1
3542644.0,dbr:Michelle_Yeoh,480,dbo:profession,4996807.0,dbr:Television_director,46,0
3542644.0,dbr:Michelle_Yeoh,480,dbo:profession,4776839.0,dbr:Songwriter,46,0
3542644.0,dbr:Michelle_Yeoh,480,dbo:profession,3613765.0,dbr:Model,46,0
3604310.0,dbr:Missy_Elliott,480,dbo:profession,4735240.0,dbr:Singer-songwriter,352,1
3604310.0,dbr:Missy_Elliott,480,dbo:profession,3688030.0,dbr:Musician,352,0
